0.000000000000000000e+00 3.200000000000000000e+01
1.000000000000000000e+00 3.379999999999999716e+01
2.000000000000000000e+00 3.560000000000000142e+01
3.000000000000000000e+00 3.739999999999999858e+01
4.000000000000000000e+00 3.920000000000000284e+01
5.000000000000000000e+00 4.100000000000000000e+01
6.000000000000000000e+00 4.279999999999999716e+01
7.000000000000000000e+00 4.460000000000000142e+01
8.000000000000000000e+00 4.639999999999999858e+01
9.000000000000000000e+00 4.820000000000000284e+01
1.000000000000000000e+01 5.000000000000000000e+01
1.100000000000000000e+01 5.179999999999999716e+01
1.200000000000000000e+01 5.360000000000000142e+01
1.300000000000000000e+01 5.540000000000000568e+01
1.400000000000000000e+01 5.720000000000000284e+01
1.500000000000000000e+01 5.900000000000000000e+01
1.600000000000000000e+01 6.079999999999999716e+01
1.700000000000000000e+01 6.260000000000000142e+01
1.800000000000000000e+01 6.440000000000000568e+01
1.900000000000000000e+01 6.620000000000000284e+01
2.000000000000000000e+01 6.800000000000000000e+01
2.100000000000000000e+01 6.980000000000001137e+01
2.200000000000000000e+01 7.159999999999999432e+01
2.300000000000000000e+01 7.340000000000000568e+01
2.400000000000000000e+01 7.520000000000000284e+01
2.500000000000000000e+01 7.700000000000000000e+01
2.600000000000000000e+01 7.880000000000001137e+01
2.700000000000000000e+01 8.059999999999999432e+01
2.800000000000000000e+01 8.240000000000000568e+01
2.900000000000000000e+01 8.420000000000000284e+01
3.000000000000000000e+01 8.600000000000000000e+01
3.100000000000000000e+01 8.780000000000001137e+01
3.200000000000000000e+01 8.959999999999999432e+01
3.300000000000000000e+01 9.140000000000000568e+01
3.400000000000000000e+01 9.320000000000000284e+01
3.500000000000000000e+01 9.500000000000000000e+01
3.600000000000000000e+01 9.679999999999999716e+01
3.700000000000000000e+01 9.860000000000000853e+01
3.800000000000000000e+01 1.004000000000000057e+02
3.900000000000000000e+01 1.022000000000000028e+02
4.000000000000000000e+01 1.040000000000000000e+02
4.100000000000000000e+01 1.057999999999999972e+02
4.200000000000000000e+01 1.076000000000000085e+02
4.300000000000000000e+01 1.094000000000000057e+02
4.400000000000000000e+01 1.112000000000000028e+02
4.500000000000000000e+01 1.130000000000000000e+02
4.600000000000000000e+01 1.147999999999999972e+02
4.700000000000000000e+01 1.166000000000000085e+02
4.800000000000000000e+01 1.184000000000000057e+02
4.900000000000000000e+01 1.202000000000000028e+02
5.000000000000000000e+01 1.220000000000000000e+02
5.100000000000000000e+01 1.237999999999999972e+02
5.200000000000000000e+01 1.256000000000000085e+02
5.300000000000000000e+01 1.274000000000000057e+02
5.400000000000000000e+01 1.291999999999999886e+02
5.500000000000000000e+01 1.310000000000000000e+02
5.600000000000000000e+01 1.328000000000000114e+02
5.700000000000000000e+01 1.346000000000000227e+02
5.800000000000000000e+01 1.364000000000000057e+02
5.900000000000000000e+01 1.381999999999999886e+02
6.000000000000000000e+01 1.400000000000000000e+02
6.100000000000000000e+01 1.418000000000000114e+02
6.200000000000000000e+01 1.436000000000000227e+02
6.300000000000000000e+01 1.454000000000000057e+02
6.400000000000000000e+01 1.471999999999999886e+02
6.500000000000000000e+01 1.490000000000000000e+02
6.600000000000000000e+01 1.508000000000000114e+02
6.700000000000000000e+01 1.526000000000000227e+02
6.800000000000000000e+01 1.544000000000000057e+02
6.900000000000000000e+01 1.561999999999999886e+02
7.000000000000000000e+01 1.580000000000000000e+02
7.100000000000000000e+01 1.598000000000000114e+02
7.200000000000000000e+01 1.615999999999999943e+02
7.300000000000000000e+01 1.634000000000000057e+02
7.400000000000000000e+01 1.652000000000000171e+02
7.500000000000000000e+01 1.670000000000000000e+02
7.600000000000000000e+01 1.688000000000000114e+02
7.700000000000000000e+01 1.705999999999999943e+02
7.800000000000000000e+01 1.724000000000000057e+02
7.900000000000000000e+01 1.742000000000000171e+02
8.000000000000000000e+01 1.760000000000000000e+02
8.100000000000000000e+01 1.778000000000000114e+02
8.200000000000000000e+01 1.795999999999999943e+02
8.300000000000000000e+01 1.814000000000000057e+02
8.400000000000000000e+01 1.832000000000000171e+02
8.500000000000000000e+01 1.850000000000000000e+02
8.600000000000000000e+01 1.868000000000000114e+02
8.700000000000000000e+01 1.885999999999999943e+02
8.800000000000000000e+01 1.904000000000000057e+02
8.900000000000000000e+01 1.922000000000000171e+02
9.000000000000000000e+01 1.940000000000000000e+02
9.100000000000000000e+01 1.958000000000000114e+02
9.200000000000000000e+01 1.975999999999999943e+02
9.300000000000000000e+01 1.994000000000000057e+02
9.400000000000000000e+01 2.012000000000000171e+02
9.500000000000000000e+01 2.030000000000000000e+02
9.600000000000000000e+01 2.048000000000000114e+02
9.700000000000000000e+01 2.065999999999999943e+02
9.800000000000000000e+01 2.084000000000000057e+02
9.900000000000000000e+01 2.102000000000000171e+02
1.000000000000000000e+02 2.120000000000000000e+02
